Trading_code    News Title   News   Post Date
GRAMEENS2  ////// GRAMEENS2: Dividend Disbursement  ////// The Asset Manager of the Fund has informed that it has disbursed Cash Dividend for the year ended June 30, 2022 to the respective unit holders' Bank Accounts.  /////// 2022-10-02
........................................................................................................................RELIANCE1  ////// RELIANCE1: Dividend Disbursement  ////// The Asset Manager of the Fund has informed that it has disbursed Cash Dividend for the year ended June 30, 2022 to the respective unit holders' Bank Accounts.  /////// 2022-10-02
........................................................................................................................CSL  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Country Stock (Bangladesh) Ltd. (DSE TREC No. 99) has withdrawn one of its Authorized Representatives, Mr. Samsuzzaman Sourav with immediate effect.  /////// 2022-10-02
........................................................................................................................RCL  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Royal Capital Ltd. (DSE TREC No. 21) has withdrawn one of its Authorized Representatives, Mr. Syed Md. Abdullah Haider with immediate effect.  /////// 2022-10-02
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (02.10.2022) Total Trades: 227,704; Volume: 282,724,539 and Turnover: Tk. 15,334.081 million.  /////// 2022-10-02
........................................................................................................................ENVOYTEX  ////// ENVOYTEX: Credit Rating Result  ////// Credit Rating Agency of Bangladesh Limited (CRAB) has announced surveillance entity rating of the Company as "AA1" in the long term and "ST-2" in the short term along with a stable outlook based on audited financial statements up to June 30, 2021; unaudited financial statements up to March 31, 2022, bank liability position as on August 31, 2022 and other relevant quantitative as well as qualitative information up to the date of rating declaration.  /////// 2022-10-02
........................................................................................................................INTRACO  ////// INTRACO: Board Meeting schedule under LR 16(1)  ////// As per Regulation 16(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 12, 2022 at 5:00 PM to consider, among others, un-audited financial statements of the company for the First Quarter (Q1) period ended September 30, 2022.  /////// 2022-10-02
........................................................................................................................INTRACO  ////// INTRACO: Board Meeting schedule under LR 19(1)  ////// As per Regulation 19(1) of the Dhaka Stock Exchange (Listing) Regulations, 2015, the Company has informed that a meeting of the Board of Directors will be held on October 12, 2022 at 3:00 PM to consider, among others, audited financial statements of the Company for the year ended June 30, 2022.  /////// 2022-10-02
........................................................................................................................ILFSL  ////// ILFSL: Adverse Opinion, Other Matters & Report on Going Concern  ////// (Continuation news of ILFSL): Leasing and Financial Services Limited (ILFSL)?s to convert outstanding liabilities to share from different banks vide reference number DFIM(S)1055/59(ILFSL)/2022-1510 dated: June 01, 2022 on the basis of ILFSL?s proposal to Bangladesh Bank vide reference number IL/MD/2022/987dated: March 21, 2022. Here the proposed outstanding liabilities was Taka 2,491.28 crore. (end)  /////// 2022-10-02
........................................................................................................................ILFSL  ////// ILFSL: Adverse Opinion, Other Matters & Report on Going Concern  ////// (Continuation news of ILFSL): Disclosure relating to Going Concern, indicates that a competent board of directors has been formed by the Company Bench of the Honorable High Court Division of the Supreme Court of Bangladesh on 16-6-2021 and the company is in the expectation of being rebuilding under this competent Board?s supervision and thus the chance of uncertainty of going concern is being reduced significantly. Moreover, Bangladesh Bank has approved International (cont.30)  /////// 2022-10-02
