Trading_code    News Title   News   Post Date
NRBCBANK  ////// NRBCBANK: BSEC Consent for issuance of Non-Convertible Unsec. Subordinated Bond  ////// Refer to their earlier news disseminated by DSE on 25.05.2022 regarding decision to issue Non-Convertible Unsecured Subordinated Bond-II, the Company further informed that Bangladesh Securities and Exchange Commission has given consent to issue Non-Convertible, Unsecured, Fully-redeemable, Floating Rate Subordinated Bond of BDT 500.00 Crore through private placement to strengthen the capital base of the Company.  /////// 2022-09-29
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (29.09.2022) Total Trades: 190,513; Volume: 202,937,615 and Turnover: Tk. 12,169.539 million.  /////// 2022-09-29
........................................................................................................................BERGERPBL  ////// BERGERPBL: Dividend Disbursement  ////// The Company has informed that it has disbursed the cash dividend for the year ended March 31, 2022 to the respective shareholders.  /////// 2022-09-29
........................................................................................................................BDFINANCE  ////// BDFINANCE: Confirmation of shares receipt by a Director  ////// Mr. Imtiyaj Yousuf, one of the Directors of the Company, has further informed that he has completed his receipt of 43,67,661 shares from his father Haji Md Yousuf, General Shareholder of the company, by way of gift outside the trading system of the Exchange as per declaration disseminated on 26.09.2022.  /////// 2022-09-29
........................................................................................................................ISLAMIINS  ////// ISLAMIINS: Dividend Disbursement  ////// The Company has informed that it has disbursed the cash dividend for the year ended December 31, 2021 to the respective shareholders.  /////// 2022-09-29
........................................................................................................................ISLAMICFIN  ////// ISLAMICFIN: Credit Rating Result  ////// Emerging Credit Rating Limited (ECRL) has assigned credit rating of the Company as "A+" in the long term and "ST-2" in the short term along with a Stable outlook based on audited financial statements of the Company up to December 31, 2021 and six (6 months) unaudited financials ended June 30, 2022 and June 30, 2021 other available quantitative and qualitative information up to the date of rating.  /////// 2022-09-29
........................................................................................................................MTB  ////// MTB: Sale Confirmation of a Sponsor  ////// Associated Builders Corporation Ltd., one of the Sponsors of the Company, has further informed that it has completed its sale of 53,17,500 shares of the company at prevailing market price through Dhaka Stock Exchange as per declaration disseminated on 26.09.2022.  /////// 2022-09-29
........................................................................................................................IBNSINA  ////// IBNSINA : Resumption after record date  ////// Trading of the shares of the company will resume on 02.10.2022 after record date.  /////// 2022-09-29
........................................................................................................................PURABIGEN  ////// PURABIGEN: Dividend Disbursement  ////// The Company has informed that it has disbursed the cash dividend for the year ended December 31, 2021 to the respective shareholders.  /////// 2022-09-29
........................................................................................................................PAPERPROC  ////// PAPERPROC: Dividend Declaration (Additional Information)  ////// (Continuation news of PAPERPROC): iii) The bonus shares are not declared from capital reserve or revaluation reserve or any unrealized gain or out of profit earned prior to incorporation of the Company or through reducing paid up capital or through doing anything so that the post dividend retained earnings become negative or a debit balance. (end)  /////// 2022-09-29
........................................................................................................................PAPERPROC  ////// PAPERPROC: Dividend Declaration (Additional Information)  ////// The Company has further informed that Earning Per Share (EPS) increased due to increase of revenue and profit this year compared to the previous year. The Company has also informed the reasons for stock dividend: i) Stock Dividend has been declared for utilization of the fund as working capital. ii) The bonus shares are declared out of accumulated profit. (cont.)  /////// 2022-09-29
........................................................................................................................MONOSPOOL  ////// MONOSPOOL: Dividend Declaration (Additional Information)  ////// (Continuation news of MONOSPOOL): iii) The bonus shares are not declared from capital reserve or revaluation reserve or any unrealized gain or out of profit earned prior to incorporation of the Company or through reducing paid up capital or through doing anything so that the post dividend retained earnings become negative or a debit balance. (end)  /////// 2022-09-29
........................................................................................................................MONOSPOOL  ////// MONOSPOOL: Dividend Declaration (Additional Information)  ////// The Company has further informed that Earning Per Share (EPS) increased due to increase of revenue and profit this year compared to the previous year. The Company has also informed the reasons for stock dividend: i) Stock Dividend has been declared for utilization of the fund as working capital. ii) The bonus shares are declared out of accumulated profit. (cont.)  /////// 2022-09-29
