Trading_code    News Title   News   Post Date
DBS  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Dhaka Bank Securities Limited. (DSE TREC No. 193) has withdrawn one of its Authorized Representatives, Mr. Md. Mahmudul Hasan with immediate effect.  /////// 2022-02-28
........................................................................................................................JOB  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Alhaj Securities & Stocks Limited. (DSE TREC No. 93) has withdrawn one of its Authorized Representatives, Mr. Sk Asaduzzaman with immediate effect.  /////// 2022-02-28
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (28.02.2022) Total Trades: 163,311; Volume: 187,544,008 and Turnover: Tk. 7,300.197 million.  /////// 2022-02-28
........................................................................................................................DACCADYE  ////// DACCADYE: Qualified Opinion, Going concern Report and Other matter  ////// (Continuation news of DACCADYE): d) As per Section-30(m), Income Tax Ordinance 1984 any payment by a person exceeding taka fifty thousand or more, otherwise than by bank transfer excluding- i) Salary or remuneration made to any employee, without prejudice to an obligation referred to in clause; ii) Any payment for government obligation; iii) Any payment on account of purchase of raw materials. The company is not doing the same as described in said compliance. (end)  /////// 2022-02-28
........................................................................................................................DACCADYE  ////// DACCADYE: Qualified Opinion, Going concern Report and Other matter  ////// (Continuation news of DACCADYE): b) The company has presented in Note-22 as Turnover Tk. 468,479,143.00 which was not presented in VAT Return 9.1 which is non-compliance of Value Added Tax and Supplementary Duty Act-2012 and Value Added Tax and Supplementary Duty Rules-2016; c) The company reported in Note-7 as Trade and others receivables Tk. 347,081,624.00 where we have sent balance confirmation letter in a sample basis but no reply has got at yet all; (cont.7)  /////// 2022-02-28
........................................................................................................................DACCADYE  ////// DACCADYE: Qualified Opinion, Going concern Report and Other matter.  ////// (Continuation news of DACCADYE): to come out of this type of situation like similar companies as before. Other Matter: a) In our audit period we observed that the company did not deposit the TDS and VDS at any applicable sector which is non-compliance of Income Tax Ordinance 1984 and Value Added Tax and Supplementary Duty Act-2012 and Value Added Tax and Supplementary Duty Rules-2016; (cont.6)  /////// 2022-02-28
........................................................................................................................DACCADYE  ////// DACCADYE: Qualified Opinion, Going concern Report and Other matter.  ////// (Continuation news of DACCADYE): ability to run as a going concern. The company has identified accumulated Tk. 1,265,856,190 as previous years loss and operating profit incurred during the year Tk. 162,588,149 effect of which are given in written earnings but the company has a plan and forecast to recover this loss in forthcoming years and there is no possibility to close of operation in foreseeable future. Moreover our regulatories is closely monitoring our activities and assisting (cont.5)  /////// 2022-02-28
........................................................................................................................DACCADYE  ////// DACCADYE: Qualified Opinion, Going concern Report and Other matter.  ////// (Continuation news of DACCADYE): an undisclosed material uncertainty that may cast significant doubt over the use of that basis for a period of at least twelve months from the date of the financial statements. However, policies Note No. 2.36 the company Explain their position regarding going concern. Note 2.36 Going Concern: The management has tested the going concern threats to the company and reliability estimates that there are no events that may cast significant doubt on the company's (cont.4)  /////// 2022-02-28
........................................................................................................................DACCADYE  ////// DACCADYE: Qualified Opinion, Going concern Report and Other matter.  ////// (Continuation news of DACCADYE): i) The paid-up capital of the company as on the last day of its accounting year is one crore taka or more; and ii) The value of the fixed assets of the company at cost on last day of the accounting year is two crore or more. The company is not doing the same as described in said compliance but they made provision. Report on going concern: We are required to report if we have concluded that the use of the going concern basis of accounting is inappropriate or there is(cont.3)  /////// 2022-02-28
........................................................................................................................DACCADYE  ////// DACCADYE: Qualified Opinion, Going concern Report and Other matter.  ////// (Continuation news of DACCADYE): Notes and Annexure due to absence of appropriate Fixed Asset management system which is non-compliance of IAS-16: Property, Plant and Equipment, anyway the Fixed Asset management system is under process; b) As per section 234 of Bangladesh Labor Act 2006 as amended up to 2013 every company should establish a Workers Profit Participation Fund (WPPF) and Workers' Welfare Fund (WWF) within one month of being this chapter applicable if: (cont.2)  /////// 2022-02-28
........................................................................................................................DACCADYE  ////// DACCADYE: Qualified Opinion, Going concern Report and Other matter  ////// The auditor of the The Dacca Dyeing & Manufacturing Co.Ltd. has given the "Qualified Opinion", "Report on going concern" and "Other matter" paragraphs in the Auditor's Report for the year ended 30 June, 2021. Qualified Opinion: a) We refer to the Note 3 reads with Annexure-A, where the company reported Property, Plant and Equipment Tk. 4,594,518,254.00. Except Land and Building, we are unable to verify the whereabouts of other items as mentioned in said (cont.1)  /////// 2022-02-28
........................................................................................................................INTRACO  ////// INTRACO: Credit Rating Result  ////// WASO Credit Rating Company (BD) Ltd. (WCRCL) has announced the Entity Rating of the Company as "A2" for long term and "ST-3" for short term along with a stable outlook based on latest audited financial statements of the Company for FY2021 and other relevant qualitative and quantitative information up to the date of rating issuance.  /////// 2022-02-28
........................................................................................................................SHEPHERD  ////// SHEPHERD: Resumption after record date  ////// Trading of the shares of the Company will resume on 01.03.2022 after record date.  /////// 2022-02-28
........................................................................................................................KAY&QUE  ////// KAY&QUE: Resumption after record date  ////// Trading of the shares of the Company will resume on 01.03.2022 after record date.  /////// 2022-02-28
