Trading_code    News Title   News   Post Date
IBP  ////// IBP: Sale Declaration of a Sponsor  ////// Md. Bellal Khan one of the Sponsors of the Company, has expressed his intention to sell his entire holdings of 34,48,306 shares of the Company at prevailing market price (in the Block Market) through Stock Exchange (DSE) within next 30 working days.  /////// 2021-12-30
........................................................................................................................BXSYNTH  ////// BXSYNTH: Extension of suspension period of Trading of Shares  ////// BSEC News: Referring to the earlier news disseminated on 15.12.2021 regarding Suspension of trading of the shares of BXSYNTH as per BSEC Directive, the trading of the shares has been further suspended for 15 days effective from January 01, 2022 as per BSEC Directive No. BSEC/SRMIC/174-2020/52 dated September 07, 2020 under Section 9(7) of the Securities and Exchange Ordinance, 1969 (Ordinance No. XVII of 1969) subject to the compliance of Section 9(8) of this Ordinance.  /////// 2021-12-30
........................................................................................................................BANGAS  ////// BANGAS: Category Change  ////// The Company has been placed in 'B' category from existing 'A' category with effect from January 02, 2022 as the Company has approved 4% cash dividend for the year ended on June 30, 2021.  /////// 2021-12-30
........................................................................................................................SILVAPHL  ////// SILVAPHL: Category Change  ////// The Company has been placed in 'B' category from existing 'A' category with effect from January 02, 2022 as the Company has approved 5% cash dividend for shareholders excluding the Sponsors/Directors (except ICB) for the year ended on June 30, 2021.  /////// 2021-12-30
........................................................................................................................GQBALLPEN  ////// GQBALLPEN: Category Change  ////// The Company has been placed in 'B' category from existing 'A' category with effect from January 02, 2022 as the Company has approved 5% cash dividend for general shareholders excluding Sponsors/Directors for the year ended on June 30, 2021.  /////// 2021-12-30
........................................................................................................................GHAIL  ////// GHAIL: Category Change  ////// The Company has been placed in 'B' category from existing 'A' category with effect from January 02, 2022 as the Company has approved 3% final cash dividend to the general public shareholders other than Sponsors/Directors (Total 5% Cash Dividend inclusive 2% Interim Cash Dividend, which has already been paid) for the year ended on June 30, 2021.  /////// 2021-12-30
........................................................................................................................MON  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Mondol Securities Ltd. (DSE TREC No. 209) has withdrawn one of its Authorized Representatives, Mr. Syed Shahjahan Uddin Ahmed with immediate effect.  /////// 2021-12-30
........................................................................................................................EXCH  ////// DSENEWS: Withdrawal of Authorized Representatives  ////// Withdrawal of Authorized Representatives: Alliance Securities & Management Ltd. (DSE TREC No. 137) has withdrawn two of its Authorized Representatives, i) Mr. Kishore Kumar Sarker and ii) Mr. Rabiul Islam with immediate effect.  /////// 2021-12-30
........................................................................................................................UBR  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: UCB Stock Brokerage Limited (DSE TREC No. 181) has withdrawn one of its Authorized Representatives, Mr. Riadh Mohammed Arif with immediate effect.  /////// 2021-12-30
........................................................................................................................PEL  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Peoples Equities Ltd. (DSE TREC No. 176) has withdrawn one of its Authorized Representatives, Mr. Md. Shahjala with immediate effect.  /////// 2021-12-30
........................................................................................................................FIC  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Md. Fakhrul Islam Securities Ltd. (DSE TREC No. 90) has withdrawn one of its Authorized Representatives, Mr. Md. Kamal Hossain with immediate effect.  /////// 2021-12-30
........................................................................................................................RNT  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: R. N. Trading Limited (DSE TREC No. 78) has withdrawn one of its Authorized Representatives, Mr. Md. Parvez Molla with immediate effect.  /////// 2021-12-30
........................................................................................................................KAB  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Popular Equities Ltd. (DSE TREC No. 68) has withdrawn one of its Authorized Representatives, Mr. Tony Chandra Ghosh with immediate effect.  /////// 2021-12-30
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (30.12.2021) Total Trades: 157,713; Volume: 172,373,531 and Turnover: Tk. 9,218.146 million.  /////// 2021-12-30
