Trading_code    News Title   News   Post Date
SHEPHERD  ////// SHEPHERD: Qualified Opinion  ////// (Continuation news of SHEPHERD): 3. The company reported BDT 184,513,507 (Note # 19.00) as trade payables against imports. The above amount was not traceable with the supporting evidence from banks and L/C documents. (end)  /////// 2021-10-31
........................................................................................................................SHEPHERD  ////// SHEPHERD: Qualified Opinion  ////// (Continuation news of SHEPHERD): "Covid-19". Besides, inventories comprised obsolete and damaged items held for long period of time against which management did not recognize required provision. As a result, this would have overstated both net profit and net assets in the financial statements. We could not test appropriateness of the valuation of closing inventories reported due to lack of adequate records. (cont.3)  /////// 2021-10-31
........................................................................................................................SHEPHERD  ////// SHEPHERD: Qualified Opinion  ////// (Continuation news of SHEPHERD): WDV etc. against individual assets. The company also did not carry out any fixed assets physical Counting report at the year end. 2. As referred in Note # 07.00 in the financial statements, closing inventories were carried at BDT 1,971,118,192 in the statement of financial position at the reporting date. The valuation and existence of the said amount were not verified since no physical inventory count was attended by the auditor due to pandemic(cont.2)  /////// 2021-10-31
........................................................................................................................SHEPHERD  ////// SHEPHERD: Qualified Opinion  ////// The auditor of the Shepherd Industries Limited has given the "Qualified Opinion" paragraphs in the Auditor's Report for the year ended on 30 June, 2021. Qualified Opinion: 1. As disclosed in (Note # 04.00) to the financial statements, property, plant and equipment of BDT 1,690,701,853 was reported in the statement of financial position. We could not verify the fixed assets in absence of fixed assets register, identification number, Purchase date, cost, accumulated depreciation, (cont.1)  /////// 2021-10-31
........................................................................................................................MEGHNALIFE  ////// MEGHNALIFE: Buy Confirmation of a Corporate Director  ////// Karnaphuli Insurance Co. Ltd., one of the Corporate Directors of the Company, has further reported that it has completed its buying of 2,00,000 shares of the Company at prevailing market price through Stock Exchange as per declaration disseminated on 18.10.2021.  /////// 2021-10-31
........................................................................................................................GHAIL  ////// GHAIL: Qualified Opinion & Emphasis of matters  ////// (Continuation news of GHAIL): However, the company has no policy and procedures for conducting impartment review and no such test has yet been exercised by the company since inception of business or operation. It is noncompliance with IAS 36 Impairment of Assets. (end)  /////// 2021-10-31
........................................................................................................................GHAIL  ////// GHAIL: Qualified Opinion & Emphasis of matters  ////// (Continuation news of GHAIL): Statements. Hence, the carrying amount of the company's assets is required to review to identify possible impairment of assets. If any such indication exists, the asset's recoverable amount is estimated and an impairment loss is recognized in Statement of Profit or Loss and Other Comprehensive Income whenever the carrying amount of the asset or its cash generating unit exceeds its recoverable amount. (cont.5)  /////// 2021-10-31
........................................................................................................................GHAIL  ////// GHAIL: Qualified Opinion & Emphasis of matters  ////// (Continuation news of GHAIL): or any other name and included under Shareholder Equities or Capital must to be legally converted into Share Capital within a maximum of 06 (Six) months of such received. However, subsequently after the year the management has started the conversion process. Emphasis of Matter: Reference to Note # 05 to the financial statements, IAS 36 requires to conduct impairment test of Property, Plant and Equipment and make necessary disclosure in the Financial (cont.4)  /////// 2021-10-31
........................................................................................................................GHAIL  ////// GHAIL: Qualified Opinion & Emphasis of matters  ////// (Continuation news of GHAIL): to the financial statements, the Company provided Taka 48,355,038 as Share Money Deposit to Golden Harvest QSR Ltd., a subsidiary of the company, which has not yet converted into share capital within the 06 (six) months period as per the Circular No. 146/FRC/Admin/Circular/2020/01 dated 11 February 2020, issued by the Financial Reporting Council (FRC). As per the circular the money received by any receiving company in the form of a Share Money Deposit (cont.3)  /////// 2021-10-31
........................................................................................................................GHAIL  ////// GHAIL: Qualified Opinion & Emphasis of matters  ////// (Continuation news of GHAIL): "Employees Welfare Fund, Bangladesh Workers Welfare Fund and Workers Profit Participation fund" of Taka 3,413,624, Taka 3,537,008 and Taka 16,400,227 respectively as current liabilities in the consolidated financial statements as on 30 June 2021. However, the amount has not been distributed yet with a proportion of 80:10:10 among these funds as per the Labor Act 2006 as amended in 2013. Basis for qualified opinion - 2: Reference to Note # 11.02 (cont.2)  /////// 2021-10-31
