Trading_code    News Title   News   Post Date
PADMALIFE  ////// PADMALIFE: Query Response  ////// In response to a DSE query, the Company has informed that there is no undisclosed price sensitive information of the Company for recent unusual price hike and increase in volume of shares.  /////// 2021-08-31
........................................................................................................................RELIANCE1  ////// RELIANCE1: Emphasis of Matter  ////// (Continuation news of RELIANCE1): Valuation of investment in Achia Sea Food Limited has been verified as per verified as per audit report for the year ended on 30 June 2020. No audited financial statement and audit report for the period from 1 July 2020 to 30 June 2021 of Achia Sea Food limited was available as yet and as such the valuation of the securities has been calculated using NAV rate of Taka. 16.72 per share. (end)  /////// 2021-08-31
........................................................................................................................RELIANCE1  ////// RELIANCE1: Emphasis of Matter  ////// The auditor of the Reliance One the first scheme of Reliance Insurance Mutual Fund has given the "Emphasis of Matter" paragraphs in the Auditor's Report for the year ended on 30 June 2021. Emphasis of Matter: We would like to draw the attention to the accompanying note-6.1 to the accompanying financial statements that the funds holds 550,000 shares amounting to Taka 5,000,000 in Achia Sea Food Limited, (cont.)  /////// 2021-08-31
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (31.08.2021) Total Trades: 318,189; Volume: 603,008,681 and Turnover: Tk. 22,493.414 million.  /////// 2021-08-31
........................................................................................................................MBL  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Mercantile Bank Securities Limited (DSE TREC No. 224) has withdrawn one of its Authorized Representative, Mr. Md. Shafiqur Rahman with immediate effect.  /////// 2021-08-31
........................................................................................................................PIS  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Prime Islami Securities Ltd. (DSE TREC No. 104) has withdrawn one of its Authorized Representative, Ms. Farhana Kulsum with immediate effect.  /////// 2021-08-31
........................................................................................................................SIN  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Sinha Securities Limited (DSE TREC No. 67) has withdrawn one of its Authorized Representative, Mr. Mohammad Iqbal Bhuiya with immediate effect.  /////// 2021-08-31
........................................................................................................................SAJ  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Phoenix Securities Limited (DSE TREC No. 04) has withdrawn one of its Authorized Representative, Mr. Md. Abdul Momen with immediate effect.  /////// 2021-08-31
........................................................................................................................SHY  ////// DSENEWS: Withdrawal of Authorized Representatives  ////// Withdrawal of Authorized Representatives: Shyamol Equity Management Limited (DSE TREC No. 03) has withdrawn two of its Authorized Representatives, i) Mr. Md. Rashidul Islam and ii) Mr. Md. Nazmus Shahadat with immediate effect.  /////// 2021-08-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement & Closure of ES of Oryza Agro Industries Limited  ////// (Continuation of DSENEWS): Participating QIs will be required to pay full subscription amount (100%) through Social Islami Bank Limited (A/C Name: Dhaka Stock Exchange Limited, A/C No.: 0021360003343) in between 10:00 a.m. of September 5, 2021 to 2:00 p.m. of September 9, 2021 (during banking hour). Please visit the following website for subscription related updates: https://www.essbangladesh.com. (end)  /////// 2021-08-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement & Closure of ES of Oryza Agro Industries Limited  ////// (Continuation of DSENEWS): as per condition no. 13 of the BSEC consent letter to Oryza Agro Industries Limited Ref: BSEC/CI/QIO-SC-07/2021/484 dated August 16, 2021. The Central Depository Bangladesh Limited (CDBL) shall send a report to the exchange regarding the holding of QIs in the listed securities and the exchange shall ensure the compliance in this regard. (cont. 3)  /////// 2021-08-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement & Closure of ES of Oryza Agro Industries Limited  ////// (Continuation of DSENEWS): Individual investors shall also be considered as Qualified Investor (QI) who allows to submit application through the Electronic Subscription System (ESS) of the exchange(s) shall maintain a minimum investment of BDT 10,000,000.00 (One Crore only) at market price (the close price of both exchanges, whichever is higher) in matured listed securities as on August 25, 2021 (day-end) (cont. 2)  /////// 2021-08-31
........................................................................................................................EXCH  ////// DSENEWS: Commencement & Closure of ES of Oryza Agro Industries Limited  ////// Commencement & Closure of electronic subscription of Oryza Agro Industries Limited through electronic subscription system under Qualified Investor Offer (QIO): Revised: The subscription for shares of Oryza Agro Industries Limited by the qualified investors through electronic subscription system under fixed price method of the stock exchanges through Qualified Investor Offer (QIO) will be started from 10:00 a.m. of September 5, 2021 and continued till 5:30 p.m. of Sept. 9, 2021 (round the clock). (cont.1)  /////// 2021-08-31
