Trading_code    News Title   News   Post Date
METROSPIN  ////// METROSPIN: Address Change of Registered office  ////// The Company has informed that the Registered Office of the Company will be shifted to its new address at House-01, (5th Floor), Road- 05, Sector-1, Uttara, Dhaka-1230.  /////// 2021-05-31
........................................................................................................................MAKSONSPIN  ////// MAKSONSPIN: Address Change of Registered office  ////// The Company has informed that the Registered Office of the Company will be shifted to its new address at House-01, (5th Floor), Road- 05, Sector-1, Uttara, Dhaka-1230.  /////// 2021-05-31
........................................................................................................................CITYGENINS  ////// CITYGENINS: Update of Information  ////// The Company has requested the concerned Brokerage Houses/DPs to provide the statement both of hard copy & soft copy to cs@cityinsurance.com.bd with details of their margin loan holders entitled to Final Dividend 2020 on or before June 13, 2021. The statement should include Shareholder's name, BOID Number, e-mail, client-wise shareholding position, contact person etc. Record date was May 24, 2021.  /////// 2021-05-31
........................................................................................................................EXCH  ////// DSENEWS: Daily Turnover  ////// Today's (31.05.2021) Total Trades: 267,439; Volume: 551,438,701 and Turnover: Tk. 17,363.381 million.  /////// 2021-05-31
........................................................................................................................MOR  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Moshihor Securities Ltd. (DSE TREC No. 134) has withdrawn one of its Authorized Representative, Mr. Abul Kalam Azad with immediate effect.  /////// 2021-05-31
........................................................................................................................AMC  ////// DSENEWS: Withdrawal of Authorized Representative  ////// Withdrawal of Authorized Representative: Al-Muntaha Co. Ltd. (DSE TREC No. 49) has withdrawn one of its Authorized Representative, Mr. Md. Ali Al Rezaul Alam with immediate effect.  /////// 2021-05-31
........................................................................................................................REPUBLIC  ////// REPUBLIC: Dividend Declaration (Additional Information)  ////// (Continuation news of REPUBLIC): 2) The bonus share is declared from current year profit of the Company. 3) The bonus shares is not declared from capital reserve or revaluation reserve or any unrealized gain or out of profit earned prior to incorporation of the Company or through reducing paid up capital or through doing anything so that the post-dividend retained earnings become negative or a debit balance. (end)  /////// 2021-05-31
........................................................................................................................REPUBLIC  ////// REPUBLIC: Dividend Declaration (Additional Information)  ////// Dividend Declaration (Additional Information): The Company has further informed that reasons for declaration of stock dividend: 1) To increase paid up Capital of the Company for Tk. 3,24,60,596.00 and such amount will be utilized in investment of Govt. Treasury Bond to increase the Company's financial strength and maintaining the Rules of Insurance Development and Regulatory Authority (IDRA). (cont.)  /////// 2021-05-31
........................................................................................................................AIBL1STIMF  ////// AIBL1STIMF: Resumption after record date  ////// Trading of the units of the Fund will resume on 01.06.2021 after record date.  /////// 2021-05-31
........................................................................................................................MBL1STMF  ////// MBL1STMF: Resumption after record date  ////// Trading of the units of the Fund will resume on 01.06.2021 after record date.  /////// 2021-05-31
........................................................................................................................DHAKABANK  ////// DHAKABANK: Resumption after record date  ////// Trading of the shares of the Company will resume on 01.06.2021 after record date.  /////// 2021-05-31
........................................................................................................................MTB  ////// MTB: Resumption after record date  ////// Trading of the shares of the Company will resume on 01.06.2021 after record date.  /////// 2021-05-31
........................................................................................................................NRBCBANK  ////// NRBCBANK: Resumption after record date  ////// Trading of the shares of the Company will resume on 01.06.2021 after record date.  /////// 2021-05-31
